Battery,Battery_rating,Brand,Camera_rating,DisplayResolution,DisplaySize,Display_rating,OS,Performance_rating,Primary_Camera,Processor,ProductBig_img0,ProductBig_img1,ProductBig_img2,ProductBig_img3,ProductBig_img4,ProductBig_img5,ProductBig_img6,Product_img,Product_name,Product_price,Product_rating,Ram,Secondary_Camera,TotalRatingReview,Value_for_Money_rating,aboutphone,disc1,disc2,disc3,disc4,disc5,disc6,disc7,link,review_1,review_2,review_3,review_4,review_5
3400,,Samsung,,720 x 1520  ,15.75,,Android Pie 9.0,,13MP Rear Camera,1.6 GHz,https://rukminim1.flixcart.com/image/512/512/jt8yxe80/mobile/g/v/x/samsung-galaxy-a10-sm-a105fzbgins-original-imafenbrg4zt5xye.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/jt8yxe80/mobile/g/v/x/samsung-galaxy-a10-sm-a105fzbgins-original-imafenbrghe4g3hm.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/jt8yxe80/mobile/g/v/x/samsung-galaxy-a10-sm-a105fzbgins-original-imafenbrjzgnvugx.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/jt8yxe80/mobile/g/v/x/samsung-galaxy-a10-sm-a105fzbgins-original-imafenbrzqtkybkz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/jt8yxe80/mobile/g/v/x/samsung-galaxy-a10-sm-a105fzbgins-original-imafenbr49enfcc6.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/jt8yxe80/mobile/g/v/x/samsung-galaxy-a10-sm-a105fzbgins-original-imafenbrhcbbcxht.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/jt8yxe80/mobile/g/v/x/samsung-galaxy-a10-sm-a105fzbgins-original-imafenbrg4zt5xye.jpeg?q=100,"Samsung Galaxy A10 (Blue, 32GB)","7,990",4.4,2GB,5MP Front Camera,"12,952 Ratings&nbsp&&nbsp1,048 Reviews",,"Take your smartphone experience to the next level with the Samsung Galaxy A10. You can watch everything on its 15.80 cm (6.2) Infinity-V Display come to life. Powered by the Exynos 7884 Processor and 3400-mAh Battery, there is very little that this phone can’t handle.",2GB RAM | 32GB ROM | Expandable Upto 512GB,15.75 cm (6.2 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3400 mAh Lithium-ion Battery,Exynos 7884 Processor,,,https://www.flipkart.com/samsung-galaxy-a10-blue-32-gb/p/itmfen5uvzzwcm5f?pid=MOBFEN5UDNHGSGVX&lid=LSTMOBFEN5UDNHGSGVXYLMD2Y&marketplace=FLIPKART&srno=b_6_122&otracker=browse&fm=organic&iid=766c15b4-4e55-4318-b5f2-c297154b3507.MOBFEN5UDNHGSGVX.SEARCH&ssid=kj81itvp400000001606459826973,"It looks good, stylish, works well. In one sentence, When it comes to mobile phone at this price, this plays perfect role. If I get chance & if it works well in future, I will purchase this again for my family. Thank You!",Good phone!! it's display is the biggest selling point it's very good for its price range and produces great colours. Camera is decent for its price but don't expect very good photos out of it overall a very good phone for normal users,Samsung is a quality brand it always proves to be one. Display quality is the best one could ask for and no other phones in the segment can beat that. Camera quality is not so good as they haven't provided dual camera. Performance is adequate for normal users. Battery backup is average.I bought this phone for my grandma and its a good budget phone in market. Best positive is the display and the negative part is the camera.,Dual 4g support . Large screen . Front camera could have been better . Otherwise go for it superb battery backup,"I have purchased the product in Rs 7695 with no Cost EMI. A good value for money purchase from my opinion. Within this price point anyone may purchase other cheap brand like Xaiomi, Lenovo, etc.. with better specs in paper. I also used those handsets earlier, but one think I have noticed, in terms of software optimization & stability Samsung was far better than other cheap & popular brands."
5000,,Samsung,,1600 x 720,16.51,,Android 10,,48MP + 8MP + 2MP + 2MP,2 GHz,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuyajewgnfcg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuyajewgnfcg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuy9hmwzhuef.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuy9zqrxsech.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuy9xzdhgfy7.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuyabyquh2gg.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuyajewgnfcg.jpeg?q=100,"Samsung Galaxy A21s (Black, 64GB)","16,499",4.2,6GB,13MP Front Camera,"4,996 Ratings&nbsp&&nbsp494 Reviews",,"Whether it’s movies, games, or videos, every form of content that’s displayed on this smartphone’s 16.63 cm (6.5) Infinity-O display will be a treat to the eyes. Be it day or night, you can capture amazing pictures on the Samsung Galaxy A21s, thanks to the 48 MP quad-rear-camera setup. You can also capture picture-perfect selfies, while being the center of attention, thanks to the 13 MP front camera with Live Focus effects.",6GB RAM | 64GB ROM | Expandable Upto 512GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Lithium-ion Battery,Exynos 850 Octa Core Processor,Super AMOLED Display,,https://www.flipkart.com/samsung-galaxy-a21s-black-64-gb/p/itm32c75908268b4?pid=MOBFSFMJ7F9YHGGC&lid=LSTMOBFSFMJ7F9YHGGCT1SWC7&marketplace=FLIPKART&srno=b_2_44&otracker=browse&fm=organic&iid=aba1b0fa-c9b6-42c2-b6ce-440a30eed45e.MOBFSFMJ7F9YHGGC.SEARCH&ssid=7d3bs7mcnk0000001606459824722,Very good smartphone. I purchased 6/64GB version. I am satisfied with overall phone however without reason my phone restarted 2 times and on 2nd time it was freezed with Samsung  on screen. As I am tech savy I pressed volume key up+ down + Power button to complete shut down. It turned off and I rebooted and it works fine. I request that Samsung should release phone update with the fix.,#NAME?,"Best phone in the respective price range. If you want to avoid a Chinese company and trust another brand, it is definitely going to be this one. Best part of the phone is the proce, it is totally worth every penny you spend for it. Value for money. Looks pretty good when you hold it. Great UI and amazing speed of the phone.","Price is high and slow speed which is not expecting from 6GB ram and a octacore processor, phone is lagging in opening simple apps installed on phone.👎👎👎",
6000,,Samsung,,2340 x 1080,16.26,,Android Pie 10,,48MP + 8MP + 5MP,2.3 GHz,https://rukminim1.flixcart.com/image/512/512/kah413k0/mobile/z/m/g/samsung-galaxy-m21-b07hgjj55il-original-imafsfewggf3dqwc.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kah413k0/mobile/z/m/g/samsung-galaxy-m21-b07hgjj55il-original-imafsfewptm9vmsb.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kah413k0/mobile/z/m/g/samsung-galaxy-m21-b07hgjj55il-original-imafsfewxhmhptvw.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kah413k0/mobile/z/m/g/samsung-galaxy-m21-b07hgjj55il-original-imafsfewyghchvfy.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kah413k0/mobile/z/m/g/samsung-galaxy-m21-b07hgjj55il-original-imafsfgtjwa5vmgf.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kah413k0/mobile/z/a/w/samsung-galaxy-m21-b07hgjj559-original-imafsfgtgxhpzpfr.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kah413k0/mobile/z/m/g/samsung-galaxy-m21-b07hgjj55il-original-imafsfewggf3dqwc.jpeg?q=100,"Samsung Galaxy M21 (Midnight Blue, 128GB)","16,880",4.3,6GB,Back,837 Ratings&nbsp&&nbsp65 Reviews,,N/A,6GB RAM | 128GB ROM | Expandable Upto 512GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP | 20MP Front Camera,6000 mAh Battery, Exynos 9611-Octa Core processor Processor,,,https://www.flipkart.com/samsung-galaxy-m21-midnight-blue-128-gb/p/itm0cec19c31b3cb?pid=MOBFSF85ZMVH3ZMG&lid=LSTMOBFSF85ZMVH3ZMGBIMX9M&marketplace=FLIPKART&srno=b_2_43&otracker=browse&fm=organic&iid=aba1b0fa-c9b6-42c2-b6ce-440a30eed45e.MOBFSF85ZMVH3ZMG.SEARCH&ssid=7d3bs7mcnk0000001606459824722,,,,,
6000,,Samsung,,2340 x 1080,16.26,,Android Pie 10,,48MP + 8MP + 5MP,2.3 GHz,https://rukminim1.flixcart.com/image/512/512/kah413k0/mobile/d/m/z/samsung-galaxy-m21-b07hgh8d2r-original-imafsfexgymaayrk.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kah413k0/mobile/z/d/3/samsung-galaxy-m21-b07hgh8d2r34-original-imafsfexmr2nqszz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kah413k0/mobile/z/d/3/samsung-galaxy-m21-b07hgh8d2r34-original-imafsfexjurwyryg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kah413k0/mobile/d/m/z/samsung-galaxy-m21-b07hgh8d2r-original-imafsfex5eccwg4w.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kaijgy80/mobile/d/m/z/samsung-galaxy-m21-b07hgh8d2r-original-imafs2jgrygcgcgf.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kaijgy80/mobile/d/m/z/samsung-galaxy-m21-b07hgh8d2r-original-imafs2jgvjfgezdc.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kah413k0/mobile/d/m/z/samsung-galaxy-m21-b07hgh8d2r-original-imafsfexgymaayrk.jpeg?q=100,"Samsung Galaxy M21 (Raven Black, 128GB)","16,699",4.3,6GB,Back,837 Ratings&nbsp&&nbsp65 Reviews,,N/A,6GB RAM | 128GB ROM | Expandable Upto 512GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP | 20MP Front Camera,6000 mAh Battery, Exynos 9611-Octa Core processor Processor,,,https://www.flipkart.com/samsung-galaxy-m21-raven-black-128-gb/p/itm36be49613446e?pid=MOBFSF86ZVPMUZD3&lid=LSTMOBFSF86ZVPMUZD37DYPPT&marketplace=FLIPKART&srno=b_2_42&otracker=browse&fm=organic&iid=aba1b0fa-c9b6-42c2-b6ce-440a30eed45e.MOBFSF86ZVPMUZD3.SEARCH&ssid=7d3bs7mcnk0000001606459824722,,,,,
4500,,Samsung,,2340 x 1080  ,17.02,,Android 10,,64MP + 12MP + 5MP + 5MP,2.3 GHz,https://rukminim1.flixcart.com/image/512/512/kctf0cw0/mobile/g/a/z/samsung-galaxy-a71-sm-a715fmswins-original-imaftvyfbzzgbham.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kctf0cw0/mobile/g/a/z/samsung-galaxy-a71-sm-a715fmswins-original-imaftvyftatvg5he.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kctf0cw0/mobile/g/a/z/samsung-galaxy-a71-sm-a715fmswins-original-imaftvyfy5bxbph8.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kctf0cw0/mobile/g/a/z/samsung-galaxy-a71-sm-a715fmswins-original-imaftvyfagdcvfw4.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kctf0cw0/mobile/g/a/z/samsung-galaxy-a71-sm-a715fmswins-original-imaftvyfgnsw5sgg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kctf0cw0/mobile/g/a/z/samsung-galaxy-a71-sm-a715fmswins-original-imaftvyf2eywxvkp.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kctf0cw0/mobile/g/a/z/samsung-galaxy-a71-sm-a715fmswins-original-imaftvyfbzzgbham.jpeg?q=100,"Samsung Galaxy A71 (Haze Crush Silver, 128GB)","29,499",4.4,8GB,32MP Front Camera,"4,364 Ratings&nbsp&&nbsp579 Reviews",,N/A,8GB RAM | 128GB ROM | Expandable Upto 512GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm SM7150 Processor,Super AMOLED Display,,https://www.flipkart.com/samsung-galaxy-a71-haze-crush-silver-128-gb/p/itm8ea4e16907549?pid=MOBFTQDBQRGVNGAZ&lid=LSTMOBFTQDBQRGVNGAZLF0QBD&marketplace=FLIPKART&srno=b_2_40&otracker=browse&fm=organic&iid=aba1b0fa-c9b6-42c2-b6ce-440a30eed45e.MOBFTQDBQRGVNGAZ.SEARCH&ssid=7d3bs7mcnk0000001606459824722,Aftr my 1week usages I can suggest you this phone as a value for money for those who looking a budget Samsung mobile with better features. This will not disappoint you.,"The phone is very light, good looking, good camera and beautiful punch hole camera, etc. Only bad about this phone is that its processor could have been a bit faster and next is its refresh bitrate could have been higher for much more smooth performance. Rest all it is a very good phone.",Samsung galaxy A71 is splendid phone having good quality of camera with big battery backup .You have a smart option in a very good range .Samsung providing its galaxy range even at lower range giving middle income to fulfill his  desire .,"One of the best phones for practical use, gives the feel of a premium phone. Great battery life, good internal speed and huge memory. Superb camera and downloading more apps isn't slowing the phone down.",Product was very good and I'm totally satisfied  and I'm very glad to be a Samsung user becoz I love samsung brand..
4000,,Samsung,,2340 x 1080  ,16.51,,Android 10,,48MP + 12MP + 5MP + 5MP,2.3 GHz,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cecyhye7d.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cf8zt9pqn.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9ca6ztfzhr.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9ch3xkkz7h.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cwtk8ynww.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cq47q6bxg.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cecyhye7d.jpeg?q=100,"Samsung Galaxy A51 (Haze Crush Silver, 128GB)","24,499",4.3,8GB,32MP Front Camera,"2,115 Ratings&nbsp&&nbsp220 Reviews",,N/A,8GB RAM | 128GB ROM | Expandable Upto 512GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 9611 Processor,Super AMOLED Display,,https://www.flipkart.com/samsung-galaxy-a51-haze-crush-silver-128-gb/p/itmbd4cef8bba1de?pid=MOBFTW76ZWAJGFWA&lid=LSTMOBFTW76ZWAJGFWA0OGDAV&marketplace=FLIPKART&srno=b_2_39&otracker=browse&fm=organic&iid=aba1b0fa-c9b6-42c2-b6ce-440a30eed45e.MOBFTW76ZWAJGFWA.SEARCH&ssid=7d3bs7mcnk0000001606459824722,"YES Looking at the specifications of this device,it seems to be too expensive . But it has a marvolous/sensational handy feeling . It is a true flagship mobile phone by samsung . Its very light weight and that is one of the biggest advantage of these mobile .","If you are a hardcore gamer then this device is not made for you altough it has game boosters, but if you play pubg , cod , free fire ...",excellent phone...suberb performance...everything in this phone just awesome i will not describe point by point but very beautiful device.EKDUM JHKAS😍,,
4000,,Samsung,,2340 x 1080  ,16.51,,Android 10,,48MP + 12MP + 5MP + 5MP,2.3 GHz,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cecyhye7d.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cf8zt9pqn.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9ca6ztfzhr.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9ch3xkkz7h.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cwtk8ynww.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cq47q6bxg.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cecyhye7d.jpeg?q=100,"Samsung Galaxy A51 (Haze Crush Silver, 128GB)","22,999",4.3,6GB,32MP Front Camera,"7,302 Ratings&nbsp&&nbsp940 Reviews",,N/A,6GB RAM | 128GB ROM | Expandable Upto 512GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 9611 Processor,Super AMOLED Display,,https://www.flipkart.com/samsung-galaxy-a51-haze-crush-silver-128-gb/p/itm1eb070d23f22d?pid=MOBFTW767YN8JXUQ&lid=LSTMOBFTW767YN8JXUQM0GVGO&marketplace=FLIPKART&srno=b_2_38&otracker=browse&fm=organic&iid=aba1b0fa-c9b6-42c2-b6ce-440a30eed45e.MOBFTW767YN8JXUQ.SEARCH&ssid=7d3bs7mcnk0000001606459824722,"Is amazing model.Samsung made great comeback in market with new tech and camera. Samsung Galaxy A51 Prism Crush Blue colour really unique colour,camera quality is best.Selfie lover get happiness with this handset though it has 32 MP selfie camera and Real 4 Cameras are also awesome ,Primary 48 MP then 12 MP and 5 MP and 5 Mp.128GB storage is also very good. Flip kart delivered it before delivery date.I am very Happy.Its my Birtday gift.", Just awesome. Battery backup is very nice and last all day with medium power saving mode. Camera is mind blowing and the pictures are magnificient.," With many features.. System security is very nice. This phone is very fast , along with in built game booster and live transtale and bixby voice functions.","Well this is the first time I am writing a review for any product so not gonna lie anything about it. Its been a month since I am using samsung galaxy A51 the black addition. First comes the camera, well there are 5 of them in total including 1 selfie camera of 32MP and about others you can see in the spec section. I am one of the those manual photographer beings but to be honest, the 32 MP of this camara doesn't feel like 32mp, picture gets blurry and is not that clear if I compare it with m...","And this product is very reliable because it's a Samsung And maybe you think that this mobile will heat faster, this mobile will blast during 4,5 and more hours while you are talking on phone with someone ?"
3000,,Samsung,,1480 x 720     ,13.46,,Android Android Q 10,,8MP Rear Camera,1.5 GHz,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuaghuqyfbzfz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuaghzzxzzkvn.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/g/h/x/samsung-m01-core-b089mv96rw-original-imafuaghcfquzgps.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuahvzsbngfjy.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuahvuhpbftwg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuahvd6cf6bsk.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuaghuqyfbzfz.jpeg?q=100,"Samsung M01 core (Black, 32GB)","6,043",3.9,2GB,Yes,"2,729 Ratings&nbsp&&nbsp252 Reviews",,N/A,2GB RAM | 32GB ROM | Expandable Upto 512GB,13.46 cm (5.3 inch) Full HD+ Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,MediaTek | MT6739WW quad core  Processor,,,https://www.flipkart.com/samsung-m01-core-black-32-gb/p/itm608a437cc6d05?pid=MOBFUAEBGXVGX5US&lid=LSTMOBFUAEBGXVGX5USXN7Y33&marketplace=FLIPKART&srno=b_2_37&otracker=browse&fm=organic&iid=aba1b0fa-c9b6-42c2-b6ce-440a30eed45e.MOBFUAEBGXVGX5US.SEARCH&ssid=7d3bs7mcnk0000001606459824722,Worst product ever. Got damaged only after purchasing of 2days from Flipkart. Product itself was faulty.,,,,
3000,,Samsung,,1480 x 720     ,13.46,,Android Android Q 10,,8MP Rear Camera,1.5 GHz,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/g/y/v/samsung-m01-core-b089mv96rw-original-imafuaghffexhag6.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/g/y/v/samsung-m01-core-b089mv96rw-original-imafuaghmqskhpe2.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/g/y/v/samsung-m01-core-b089mv96rw-original-imafuaghbdcvpupx.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/6/h/g/samsung-m01-core-b089mv96rw-original-imafuagewdnf79zs.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/g/y/v/samsung-m01-core-b089mv96rw-original-imafuagetps8zzst.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/6/h/g/samsung-m01-core-b089mv96rw-original-imafuageszkavcvx.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kddf6a80/mobile/g/y/v/samsung-m01-core-b089mv96rw-original-imafuaghffexhag6.jpeg?q=100,"Samsung M01 core (Blue, 32GB)","6,171",3.9,2GB,Yes,"2,729 Ratings&nbsp&&nbsp252 Reviews",,N/A,2GB RAM | 32GB ROM | Expandable Upto 512GB,13.46 cm (5.3 inch) Full HD+ Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,MediaTek | MT6739WW quad core  Processor,,,https://www.flipkart.com/samsung-m01-core-blue-32-gb/p/itm4af92173df3c8?pid=MOBFUAEBY34F3GYV&lid=LSTMOBFUAEBY34F3GYVMFL3ZS&marketplace=FLIPKART&srno=b_2_36&otracker=browse&fm=organic&iid=aba1b0fa-c9b6-42c2-b6ce-440a30eed45e.MOBFUAEBY34F3GYV.SEARCH&ssid=7d3bs7mcnk0000001606459824722,Worst product ever. Got damaged only after purchasing of 2days from Flipkart. Product itself was faulty.,,,,
3000,,Samsung,,1480 x 720     ,13.46,,Android Android Q 10,,8MP Rear Camera,1.5 GHz,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/g/y/v/samsung-m01-core-b089mv96rw-original-imafuaghffexhag6.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/g/y/v/samsung-m01-core-b089mv96rw-original-imafuaghmqskhpe2.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/g/y/v/samsung-m01-core-b089mv96rw-original-imafuaghbdcvpupx.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/6/h/g/samsung-m01-core-b089mv96rw-original-imafuagewdnf79zs.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/g/y/v/samsung-m01-core-b089mv96rw-original-imafuagetps8zzst.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/6/h/g/samsung-m01-core-b089mv96rw-original-imafuageszkavcvx.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kddf6a80/mobile/g/y/v/samsung-m01-core-b089mv96rw-original-imafuaghffexhag6.jpeg?q=100,"Samsung M01 core (Blue, 16GB)","5,040",4,1GB,Yes,"2,926 Ratings&nbsp&&nbsp257 Reviews",,N/A,1GB RAM | 16GB ROM | Expandable Upto 512GB,13.46 cm (5.3 inch) Full HD+ Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,MediaTek | MT6739WW quad core  Processor,,,https://www.flipkart.com/samsung-m01-core-blue-16-gb/p/itma9e257004962e?pid=MOBFUAEBBSAWG6HG&lid=LSTMOBFUAEBBSAWG6HGNC5ZAN&marketplace=FLIPKART&srno=b_2_35&otracker=browse&fm=organic&iid=aba1b0fa-c9b6-42c2-b6ce-440a30eed45e.MOBFUAEBBSAWG6HG.SEARCH&ssid=7d3bs7mcnk0000001606459824722,,,,,
3000,,Samsung,,1480 x 720     ,13.46,,Android Android Q 10,,8MP Rear Camera,1.5 GHz,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuaghuqyfbzfz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuaghzzxzzkvn.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/g/h/x/samsung-m01-core-b089mv96rw-original-imafuaghcfquzgps.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuahvzsbngfjy.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuahvuhpbftwg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuahvd6cf6bsk.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kddf6a80/mobile/5/u/s/samsung-m01-core-b089mv96rw-original-imafuaghuqyfbzfz.jpeg?q=100,"Samsung M01 core (Black, 16GB)","4,999",4,1GB,Yes,"2,926 Ratings&nbsp&&nbsp257 Reviews",,N/A,1GB RAM | 16GB ROM | Expandable Upto 512GB,13.46 cm (5.3 inch) Full HD+ Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,MediaTek | MT6739WW quad core  Processor,,,https://www.flipkart.com/samsung-m01-core-black-16-gb/p/itmcc59efe93b40b?pid=MOBFUAEBGZKRFGHX&lid=LSTMOBFUAEBGZKRFGHXGWZZP4&marketplace=FLIPKART&srno=b_2_34&otracker=browse&fm=organic&iid=aba1b0fa-c9b6-42c2-b6ce-440a30eed45e.MOBFUAEBGZKRFGHX.SEARCH&ssid=7d3bs7mcnk0000001606459824722,,,,,
