Battery,Battery_rating,Brand,Camera_rating,DisplayResolution,DisplaySize,Display_rating,OS,Performance_rating,Primary_Camera,Processor,ProductBig_img0,ProductBig_img1,ProductBig_img2,ProductBig_img3,ProductBig_img4,ProductBig_img5,ProductBig_img6,Product_img,Product_name,Product_price,Product_rating,Ram,Secondary_Camera,TotalRatingReview,Value_for_Money_rating,aboutphone,disc1,disc2,disc3,disc4,disc5,disc6,disc7,link
A14 Bionic,,Apple,,2340 x 1080,13.72,,iOS 14,,12MP + 12MP,,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/n/2/u/apple-iphone-12-mini-dummyapplefsn-original-imafwgbf4pvjhypq.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/n/2/u/apple-iphone-12-mini-dummyapplefsn-original-imafwgbf4pvjhypq.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/n/2/u/apple-iphone-12-mini-dummyapplefsn-original-imafwgbfxuhswfgj.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/s/k/b/apple-iphone-12-mini-dummyapplefsn-original-imafwgbf5jxcv4eg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/s/k/b/apple-iphone-12-mini-dummyapplefsn-original-imafwgbf5juzzb2h.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/n/2/u/apple-iphone-12-mini-dummyapplefsn-original-imafwgbfbhxamj3e.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/kg8avm80/mobile/n/2/u/apple-iphone-12-mini-dummyapplefsn-original-imafwgbfedgzaahp.jpeg?q=100,"Apple iPhone 12 Mini (Red, 128GB)","74,900",4.5,,12MP Front Camera,,,,128 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,IP68 Water Resistance,All Screen OLED Display,https://www.flipkart.com/apple-iphone-12-mini-red-128-gb/p/itm205ea3c0649df?pid=MOBFWBYZYNNNUSKB&lid=LSTMOBFWBYZYNNNUSKB7Y2RE0&marketplace=FLIPKART&srno=s_3_66&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBFWBYZYNNNUSKB.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
A14 Bionic,,Apple,,2778 x 1284,17.02,,iOS 14,,12MP + 12MP + 12MP,,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/5/z/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcy4h9c9rcm.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/5/z/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcy4h9c9rcm.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/5/z/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcy7ugz3y2z.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/5/z/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcy2dqpkctz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/5/z/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyqhwgsgf8.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/5/z/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyymru45ej.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/kg8avm80/mobile/5/z/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcypyfnjyhy.jpeg?q=100,"Apple iPhone 12 Pro Max (Graphite, 256GB)","1,39,900",4.7,,12MP Front Camera,,,,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | IP68 Water Resistance,All Screen OLED Display,LiDAR Scanner for Improved AR Experiences,https://www.flipkart.com/apple-iphone-12-pro-max-graphite-256-gb/p/itm8dbdf0b986725?pid=MOBFWBYZEF6XQ5ZW&lid=LSTMOBFWBYZEF6XQ5ZWBZ3ZKD&marketplace=FLIPKART&srno=s_3_69&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBFWBYZEF6XQ5ZW.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
A14 Bionic,,Apple,,2778 x 1284,17.02,,iOS 14,,12MP + 12MP + 12MP,,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyyahey58k.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyyahey58k.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyhmzhaapd.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcynkfzdmmb.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyrmgzzcnc.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyhu9ngw3s.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyzpfpnp9e.jpeg?q=100,"Apple iPhone 12 Pro Max (Pacific Blue, 256GB)","1,39,900",4.7,,12MP Front Camera,,,,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | IP68 Water Resistance,All Screen OLED Display,LiDAR Scanner for Improved AR Experiences,https://www.flipkart.com/apple-iphone-12-pro-max-pacific-blue-256-gb/p/itm3a0860c94250e?pid=MOBFWBYZ8STJXCVT&lid=LSTMOBFWBYZ8STJXCVT0OKDMO&marketplace=FLIPKART&srno=s_3_64&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBFWBYZ8STJXCVT.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
A14 Bionic,,Apple,,2778 x 1284,17.02,,iOS 14,,12MP + 12MP + 12MP,,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/g/n/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyhmehwy2z.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/g/n/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyhmehwy2z.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/g/n/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyauknkgwh.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/g/n/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcytzbg6dxz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/g/n/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcygy94nwzt.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/g/n/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcynsuxkf3p.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/kg8avm80/mobile/g/n/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyfyeawyg3.jpeg?q=100,"Apple iPhone 12 Pro Max (Gold, 128GB)","1,29,900",4.7,,12MP Front Camera,,,,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | IP68 Water Resistance,All Screen OLED Display,LiDAR Scanner for Improved AR Experiences,https://www.flipkart.com/apple-iphone-12-pro-max-gold-128-gb/p/itme3ae592065711?pid=MOBFWBYZQVKT77YH&lid=LSTMOBFWBYZQVKT77YH4V9K25&marketplace=FLIPKART&srno=s_3_62&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBFWBYZQVKT77YH.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
A13 Bionic,,Apple,,1334 x 750,11.94,,iOS 14.2,,12MP Rear Camera,,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjfehbbqgb.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjfehbbqgb.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjgcphy69z.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjdkt4ef7w.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjvegg9wqa.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjzhpkwuxp.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjyscxm8fv.jpeg?q=100,"Apple iPhone SE (Black, 64GB)","35,999",4.5,,7MP Front Camera,,,,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)",Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,https://www.flipkart.com/apple-iphone-se-black-64-gb/p/itm4d3d5718a5c95?pid=MOBFWQ6BR3MK7AUG&lid=LSTMOBFWQ6BR3MK7AUGPIEPIP&marketplace=FLIPKART&srno=s_3_60&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBFWQ6BR3MK7AUG.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
A13 Bionic,,Apple,,1334 x 750,11.94,,iOS 14.2,,12MP Rear Camera,,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjfehbbqgb.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjfehbbqgb.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjgcphy69z.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjdkt4ef7w.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjvegg9wqa.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjzhpkwuxp.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjyscxm8fv.jpeg?q=100,"Apple iPhone SE (Black, 128GB)","40,999",4.5,,7MP Front Camera,,,,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)",Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,https://www.flipkart.com/apple-iphone-se-black-128-gb/p/itma9285ccc6af28?pid=MOBFWQ6BHUEVZPXD&lid=LSTMOBFWQ6BHUEVZPXDUYSEZF&marketplace=FLIPKART&srno=s_3_57&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBFWQ6BHUEVZPXD.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
A13 Bionic,,Apple,,1334 x 750,11.94,,iOS 14.2,,12MP Rear Camera,,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfsuzwa3dz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfsuzwa3dz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfftzjrwbr.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqftzs6tybk.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfuchr38jz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqftfcfzxbf.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqf9nze6evk.jpeg?q=100,"Apple iPhone SE (White, 128GB)","40,999",4.5,,7MP Front Camera,,,,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)",Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,https://www.flipkart.com/apple-iphone-se-white-128-gb/p/itmc2a0f593a4ad8?pid=MOBFWQ6BJEHMUUZY&lid=LSTMOBFWQ6BJEHMUUZYVDFCFS&marketplace=FLIPKART&srno=s_3_58&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBFWQ6BJEHMUUZY.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
A13 Bionic,,Apple,,1334 x 750,11.94,,iOS 13,,12MP Rear Camera,,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfsuzwa3dz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfsuzwa3dz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfftzjrwbr.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqftzs6tybk.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfuchr38jz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjsnr2n9uz.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqf9nze6evk.jpeg?q=100,"Apple iPhone SE (White, 256GB) (Includes EarPods, Power Adapter)","50,999",4.5,,7MP Front Camera,,,,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)",Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,https://www.flipkart.com/apple-iphone-se-white-256-gb-includes-earpods-power-adapter/p/itm4d73793c30c4c?pid=MOBFRFXHPZCHAPEH&lid=LSTMOBFRFXHPZCHAPEH0XRVUQ&marketplace=FLIPKART&srno=s_3_56&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBFRFXHPZCHAPEH.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
A13 Bionic,,Apple,,1334 x 750,11.94,,iOS 14.2,,12MP Rear Camera,,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfsuzwa3dz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfsuzwa3dz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfftzjrwbr.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqftzs6tybk.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfuchr38jz.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfdhrrbsmq.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqftfcfzxbf.jpeg?q=100,"Apple iPhone SE (White, 64GB)","35,999",4.5,,7MP Front Camera,,,,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)",Fast Charge Capable,Wireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately,https://www.flipkart.com/apple-iphone-se-white-64-gb/p/itma00a19e11c81b?pid=MOBFWQ6BGWDVGF3E&lid=LSTMOBFWQ6BGWDVGF3EWMN5CZ&marketplace=FLIPKART&srno=s_3_61&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBFWQ6BGWDVGF3E.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
Apple A10,,Apple,,1920 x 1080,13.94,,iOS 12,,12MP + 12MP,,https://rukminim1.flixcart.com/image/512/512/k13w4280/mobile/h/q/h/apple-iphone-7-plus-mn4w2hn-a-original-imafkqfhzxgedrcu.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k23m4cw0/mobile/f/q/h/apple-iphone-7-plus-mnqm2hn-a-original-imafhgvkw9hzn36q.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k13w4280/mobile/h/q/h/apple-iphone-7-plus-mn4w2hn-a-original-imafkqfhpphggyvh.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k13w4280/mobile/h/q/h/apple-iphone-7-plus-mn4w2hn-a-original-imafkqfhwkj3dh2r.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k3ncakw0/mobile/f/q/h/apple-iphone-7-plus-mnqm2hn-a-original-imafmqyn4jgfrgej.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k3ncakw0/mobile/f/q/h/apple-iphone-7-plus-mnqm2hn-a-original-imafmqynf6yugjfn.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/k3ncakw0/mobile/f/q/h/apple-iphone-7-plus-mnqm2hn-a-original-imafmqynf6yugjfn.jpeg?q=100,"Apple iPhone 7 Plus (Black, 32GB)","37,900",4.5,Yes,7MP Front Camera,,,,32 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,iOS 13 Compatible,,,https://www.flipkart.com/apple-iphone-7-plus-black-32-gb/p/itmen6davhyetcwf?pid=MOBEMK6289R7UFQH&lid=LSTMOBEMK6289R7UFQHEIIGH8&marketplace=FLIPKART&srno=s_3_55&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBEMK6289R7UFQH.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
A14 Bionic,,Apple,,2778 x 1284,17.02,,iOS 14,,12MP + 12MP + 12MP,,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyyahey58k.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyyahey58k.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyhmzhaapd.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcynkfzdmmb.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyrmgzzcnc.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyhu9ngw3s.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyzpfpnp9e.jpeg?q=100,"Apple iPhone 12 Pro Max (Pacific Blue, 128GB)","1,29,900",4.7,,12MP Front Camera,,,,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | IP68 Water Resistance,All Screen OLED Display,LiDAR Scanner for Improved AR Experiences,https://www.flipkart.com/apple-iphone-12-pro-max-pacific-blue-128-gb/p/itmd89812b558a03?pid=MOBFWBYZZABKHZQA&lid=LSTMOBFWBYZZABKHZQACQ9MLL&marketplace=FLIPKART&srno=s_3_52&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBFWBYZZABKHZQA.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
A14 Bionic,,Apple,,2532 x 1170,15.49,,iOS 14,,12MP + 12MP,,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/q/8/f/apple-iphone-12-dummyapplefsn-original-imafwg8drqaam5vu.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/q/8/f/apple-iphone-12-dummyapplefsn-original-imafwg8drqaam5vu.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/q/8/f/apple-iphone-12-dummyapplefsn-original-imafwg8dbzv8vh7t.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/a/f/p/apple-iphone-12-dummyapplefsn-original-imafwg8dukfgy3dh.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/a/f/p/apple-iphone-12-dummyapplefsn-original-imafwg8dg79fv4gf.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg8avm80/mobile/q/8/f/apple-iphone-12-dummyapplefsn-original-imafwg8dxfpdqyga.jpeg?q=100,,https://rukminim1.flixcart.com/image/128/128/kg8avm80/mobile/q/8/f/apple-iphone-12-dummyapplefsn-original-imafwg8dx7vucfu6.jpeg?q=100,"Apple iPhone 12 (Red, 64GB)","79,900",4.7,,12MP Front Camera,,,,64 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,IP68 Water Resistance,All Screen OLED Display,https://www.flipkart.com/apple-iphone-12-red-64-gb/p/itm3481e4053d500?pid=MOBFWBYZDP6QCQ8F&lid=LSTMOBFWBYZDP6QCQ8FEL9UPN&marketplace=FLIPKART&srno=s_3_54&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_ps&fm=organic&iid=af31bd6d-e7ba-4e6e-9a72-f364e86e34cc.MOBFWBYZDP6QCQ8F.SEARCH&ssid=ikakkjuzhc0000001610015700631&qH=cb603b9543d774e1
