Battery,Battery_rating,Brand,Camera_rating,DisplayResolution,DisplaySize,Display_rating,OS,Performance_rating,Primary_Camera,Processor,ProductBig_img0,ProductBig_img1,ProductBig_img2,ProductBig_img3,ProductBig_img4,ProductBig_img5,ProductBig_img6,Product_img,Product_name,Product_price,Product_rating,Ram,Secondary_Camera,TotalRatingReview,Value_for_Money_rating,aboutphone,disc1,disc2,disc3,disc4,disc5,disc6,disc7,link,review_1,review_2,review_3,review_4,review_5
5000 mAh,,Samsung,,1600 x 720,,,Android 10,,48MP + 8MP + 2MP + 2MP,2 GHz,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuyajewgnfcg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuyajewgnfcg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuy9hmwzhuef.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuy9zqrxsech.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuy9xzdhgfy7.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuyabyquh2gg.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuyajewgnfcg.jpeg?q=100,"Samsung Galaxy A21s (Black, 128 GB)","17,499",4.2,6 GB,13MP Front Camera,"4,996 Ratings&nbsp&&nbsp494 Reviews",,N/A,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Lithium-ion Battery,Exynos 850 Octa Core Processor,,,https://www.flipkart.com/samsung-galaxy-a21s-black-128-gb/p/itmcb23937a962e3?pid=MOBFWCFDEHTZVQMZ&lid=LSTMOBFWCFDEHTZVQMZ6HMJCL&marketplace=FLIPKART&srno=b_1_7&otracker=browse&fm=organic&iid=b38b5ad3-864f-4cf0-9164-d409582a6a0c.MOBFWCFDEHTZVQMZ.SEARCH&ssid=lkrlqs7uio0000001606459822603,Very good smartphone. I purchased 6/64 Gb version. I am satisfied with overall phone however without reason my phone restarted 2 times and on 2nd time it was freezed with Samsung  on screen. As I am tech savy I pressed volume key up+ down + Power button to complete shut down. It turned off and I rebooted and it works fine. I request that Samsung should release phone update with the fix.,-Display is very good. People are stupid to compare it with SuperAmoloid.. They should know that Super Amo...,"Best phone in the respective price range. If you want to avoid a Chinese company and trust another brand, it is definitely going to be this one. Best part of the phone is the proce, it is totally worth every penny you spend for it. Value for money. Looks pretty good when you hold it. Great UI and amazing speed of the phone.","Price is high and slow speed which is not expecting from 6 gb ram and a octacore processor, phone is lagging in opening simple apps installed on phone.👎👎👎",
4500 mAh,,Samsung,,2400 x 1080 Pixels,,,Android 10,,12MP + 12MP + 8MP Rear Camera,2.73 GHz,https://rukminim1.flixcart.com/image/512/512/kg15ocw0/mobile/f/q/g/samsung-galaxy-s20-fe-sm-g780fzgnins-original-imafwd2jzgfdejgc.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg15ocw0/mobile/f/q/g/samsung-galaxy-s20-fe-sm-g780fzgnins-original-imafwd2jehk29xje.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg15ocw0/mobile/f/q/g/samsung-galaxy-s20-fe-sm-g780fzgnins-original-imafwd2jpz4htahy.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg15ocw0/mobile/f/q/g/samsung-galaxy-s20-fe-sm-g780fzgnins-original-imafwd2jfwwrvnse.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg15ocw0/mobile/f/q/g/samsung-galaxy-s20-fe-sm-g780fzgnins-original-imafwd2jeyttdwnw.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg15ocw0/mobile/f/q/g/samsung-galaxy-s20-fe-sm-g780fzgnins-original-imafwd2jrsa492yy.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kg15ocw0/mobile/f/q/g/samsung-galaxy-s20-fe-sm-g780fzgnins-original-imafwd2jzgfdejgc.jpeg?q=100,"Samsung Galaxy S20 FE (Cloud Mint, 128 GB)","49,999",4.2,8 GB,32MP Front Camera,67 Ratings&nbsp&&nbsp16 Reviews,,"If you’re a social media freak, a photography enthusiast, and a gaming geek, and are looking for a device that can help you click amazing photos and play games, then the Samsung Galaxy S20 FE is for you. Capture picturesque images of landscapes or mountains and even amazing close-up shots as this smartphone comes with a triple-rear-camera setup (12 MP Ultra Wide Camera, 12 MP Wide-angle Camera, and 8 MP Telephoto Camera). You can capture stunning selfies on this phone, thanks to the 32 MP front camera. To top it off, this smartphone offers an inbuilt storage capacity of up to 128 GB, enabling you to store a plethora of photos, games, videos, and more.",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,12MP + 12MP + 8MP Rear Camera | 32MP Front Camera,4500 mAh Lithium Ion Battery,Exynos Octa Core Processor,Super AMOLED Display | 120 Hz Rate,IP68 Rating,https://www.flipkart.com/samsung-galaxy-s20-fe-cloud-mint-128-gb/p/itm7fa1752323997?pid=MOBFWAVTKRH6GFQG&lid=LSTMOBFWAVTKRH6GFQGIXJDO8&marketplace=FLIPKART&srno=b_1_8&otracker=browse&fm=organic&iid=b38b5ad3-864f-4cf0-9164-d409582a6a0c.MOBFWAVTKRH6GFQG.SEARCH&ssid=lkrlqs7uio0000001606459822603,"Excellent phone with a great camera, display and features. Has a premium look, love the lavender colour. Definitely a flagship quality phone.",Battery is not good  also 15w charger. Phone is heating While using. After taking images no zooming clarity.,"Got in offer.very happy that i brought this phone in that much less price. Camera, Battery, sound all good and definitely value for money, but the display is on another level. In 50k you can't get that much.",Really love the camera quality spcly in low light condition? overall it is d best mob in dis price range ?,
5000 mAh,,Samsung,,1600 x 720,,,Android 10,,48MP + 8MP + 2MP + 2MP,2 GHz,https://rukminim1.flixcart.com/image/512/512/kg6vfrk0/mobile/w/6/g/samsung-galaxy-a21s-sm-a217fzslins-original-imafwhjezxc7afzx.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg6vfrk0/mobile/w/6/g/samsung-galaxy-a21s-sm-a217fzslins-original-imafwhjezxc7afzx.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg6vfrk0/mobile/w/6/g/samsung-galaxy-a21s-sm-a217fzslins-original-imafwhjexugpqn4h.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg6vfrk0/mobile/w/6/g/samsung-galaxy-a21s-sm-a217fzslins-original-imafwhjeyubzw4cj.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg6vfrk0/mobile/w/6/g/samsung-galaxy-a21s-sm-a217fzslins-original-imafwhjekbp5mebg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kg6vfrk0/mobile/w/6/g/samsung-galaxy-a21s-sm-a217fzslins-original-imafwhjer6pw66sd.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kg6vfrk0/mobile/w/6/g/samsung-galaxy-a21s-sm-a217fzslins-original-imafwhjezxc7afzx.jpeg?q=100,"Samsung Galaxy A21s (Silver, 128 GB)","17,499",4.2,6 GB,13MP Front Camera,"4,996 Ratings&nbsp&&nbsp494 Reviews",,N/A,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Lithium-ion Battery,Exynos 850 Octa Core Processor,,,https://www.flipkart.com/samsung-galaxy-a21s-silver-128-gb/p/itm50164b698e22c?pid=MOBFWCFDGDW84W6G&lid=LSTMOBFWCFDGDW84W6GC3VIAZ&marketplace=FLIPKART&srno=b_1_6&otracker=browse&fm=organic&iid=b38b5ad3-864f-4cf0-9164-d409582a6a0c.MOBFWCFDGDW84W6G.SEARCH&ssid=lkrlqs7uio0000001606459822603,Very good smartphone. I purchased 6/64 Gb version. I am satisfied with overall phone however without reason my phone restarted 2 times and on 2nd time it was freezed with Samsung  on screen. As I am tech savy I pressed volume key up+ down + Power button to complete shut down. It turned off and I rebooted and it works fine. I request that Samsung should release phone update with the fix.,-Display is very good. People are stupid to compare it with SuperAmoloid.. They should know that Super Amo...,"Best phone in the respective price range. If you want to avoid a Chinese company and trust another brand, it is definitely going to be this one. Best part of the phone is the proce, it is totally worth every penny you spend for it. Value for money. Looks pretty good when you hold it. Great UI and amazing speed of the phone.","Price is high and slow speed which is not expecting from 6 gb ram and a octacore processor, phone is lagging in opening simple apps installed on phone.👎👎👎",
6000 mAh,,Samsung,,2340 x 1080 Pixels,,,Android 10,,64MP + 8MP + 5MP,2.3 GHz,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/w/s/2/samsung-galaxy-f41-sm-f415fzkdins-original-imafwbnvxuhzvtpv.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/w/s/2/samsung-galaxy-f41-sm-f415fzkdins-original-imafwbnvxuhzvtpv.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/w/s/2/samsung-galaxy-f41-sm-f415fzkdins-original-imafwbnvxuhzvtpv.jpeg?q=100,,https://rukminim1.flixcart.com/image/512/512/kg40k280/mobile/w/s/2/samsung-galaxy-f41-sm-f415fzkdins-original-imafwexngakmmfhh.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/w/s/2/samsung-galaxy-f41-sm-f415fzkdins-original-imafwbnvrryg4j4e.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kfzq8i80/mobile/w/s/2/samsung-galaxy-f41-sm-f415fzkdins-original-imafwbnvxuhzvtpv.jpeg?q=100,"Samsung Galaxy F41 (Fusion Black, 128 GB)","16,499",4.3,6 GB,32MP Front Camera,"1,40,283 Ratings&nbsp&&nbsp18,146 Reviews",,"The Samsung Galaxy F41 is a phone you can count on for almost everything! When you have to click a picture of your family, you can fit everyone into the frame with the help of its 8 MP ultra-wide camera. Oh, and if you want to capture the beauty of your surroundings, the 64 MP camera will do the work for you! Not to forget, it is sleek and lightweight, so you can carry it around effortlessly. ",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 5MP | 32MP Front Camera,6000 mAh Lithium-ion Battery,Exynos Octa Core Processor,Super AMOLED Display,,https://www.flipkart.com/samsung-galaxy-f41-fusion-black-128-gb/p/itme88b8042fe996?pid=MOBFV5PWUHRY2MZZ&lid=LSTMOBFV5PWUHRY2MZZXXFGKQ&marketplace=FLIPKART&srno=b_1_21&otracker=browse&fm=organic&iid=b38b5ad3-864f-4cf0-9164-d409582a6a0c.MOBFV5PWUHRY2MZZ.SEARCH&ssid=lkrlqs7uio0000001606459822603,,,,,
6000 mAh,,Samsung,,2340 x 1080 Pixels,,,Android 10,,64MP + 8MP + 5MP,2.3 GHz,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwbnpdafmeuj6.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwbnpdafmeuj6.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwbnpdafmeuj6.jpeg?q=100,,https://rukminim1.flixcart.com/image/512/512/kg40k280/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwexnzpybbjfe.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwbnp7s7kxhwh.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kfzq8i80/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwbnpdafmeuj6.jpeg?q=100,"Samsung Galaxy F41 (Fusion Blue, 64 GB)","15,499",4.3,6 GB,32MP Front Camera,"1,40,283 Ratings&nbsp&&nbsp18,146 Reviews",,"The Samsung Galaxy F41 is a phone you can count on for almost everything! When you have to click a picture of your family, you can fit everyone into the frame with the help of its 8 MP ultra-wide camera. Oh, and if you want to capture the beauty of your surroundings, the 64 MP camera will do the work for you! Not to forget, it is sleek and lightweight, so you can carry it around effortlessly. ",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 5MP | 32MP Front Camera,6000 mAh Lithium-ion Battery,Exynos Octa Core Processor,Super AMOLED Display,,https://www.flipkart.com/samsung-galaxy-f41-fusion-blue-64-gb/p/itmcdc5e93b44d55?pid=MOBFV5PWHRYTYYJF&lid=LSTMOBFV5PWHRYTYYJFLE0GZO&marketplace=FLIPKART&srno=b_1_20&otracker=browse&fm=organic&iid=b38b5ad3-864f-4cf0-9164-d409582a6a0c.MOBFV5PWHRYTYYJF.SEARCH&ssid=lkrlqs7uio0000001606459822603,,,,,
6000 mAh,,Samsung,,2340 x 1080 Pixels,,,Android 10,,64MP + 8MP + 5MP,2.3 GHz,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwbnpdafmeuj6.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwbnpdafmeuj6.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwbnpdafmeuj6.jpeg?q=100,,https://rukminim1.flixcart.com/image/512/512/kg40k280/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwexnzpybbjfe.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kfzq8i80/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwbnp7s7kxhwh.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kfzq8i80/mobile/y/j/f/samsung-galaxy-f41-sm-f415fzbdins-original-imafwbnpdafmeuj6.jpeg?q=100,"Samsung Galaxy F41 (Fusion Blue, 128 GB)","16,499",4.3,6 GB,32MP Front Camera,"1,40,283 Ratings&nbsp&&nbsp18,146 Reviews",,"The Samsung Galaxy F41 is a phone you can count on for almost everything! When you have to click a picture of your family, you can fit everyone into the frame with the help of its 8 MP ultra-wide camera. Oh, and if you want to capture the beauty of your surroundings, the 64 MP camera will do the work for you! Not to forget, it is sleek and lightweight, so you can carry it around effortlessly. ",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 5MP | 32MP Front Camera,6000 mAh Lithium-ion Battery,Exynos Octa Core Processor,Super AMOLED Display,,https://www.flipkart.com/samsung-galaxy-f41-fusion-blue-128-gb/p/itm4769d0667cdf9?pid=MOBFV5PWG5MGD4CF&lid=LSTMOBFV5PWG5MGD4CFZ8YQJZ&marketplace=FLIPKART&srno=b_1_19&otracker=browse&fm=organic&iid=b38b5ad3-864f-4cf0-9164-d409582a6a0c.MOBFV5PWG5MGD4CF.SEARCH&ssid=lkrlqs7uio0000001606459822603,,,,,
2600 mAh,,Samsung,,960 x 540 Pixels,,,Android Oreo 8.1,,8MP Rear Camera,1.4 GHz,https://rukminim1.flixcart.com/image/512/512/jm0wscw0/mobile-refurbished/s/e/8/galaxy-j2-core-8-z-sm-j260gzkdins-samsung-1-original-imaf9f33s65wbgdn.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/jm0wscw0/mobile-refurbished/s/e/8/galaxy-j2-core-8-z-sm-j260gzkdins-samsung-1-original-imaf9f33nfnhqnkn.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/jm0wscw0/mobile-refurbished/s/e/8/galaxy-j2-core-8-z-sm-j260gzkdins-samsung-1-original-imaf9f33rqhztdzw.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/jm0wscw0/mobile-refurbished/s/e/8/galaxy-j2-core-8-z-sm-j260gzkdins-samsung-1-original-imaf9f33pabm2uge.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/jm0wscw0/mobile-refurbished/s/e/8/galaxy-j2-core-8-z-sm-j260gzkdins-samsung-1-original-imaf9f334gjxz8c9.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/jm0wscw0/mobile-refurbished/s/e/8/galaxy-j2-core-8-z-sm-j260gzkdins-samsung-1-original-imaf9f33gphegyzg.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/jm0wscw0/mobile-refurbished/s/e/8/galaxy-j2-core-8-z-sm-j260gzkdins-samsung-1-original-imaf9f33s65wbgdn.jpeg?q=100,"Samsung Galaxy J2 Core (Black, 16 GB)","6,899",4.2,1 GB,Rear Flash,"10,329 Ratings&nbsp&&nbsp849 Reviews",,N/A,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) quarter HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Lithium-ion Battery,Qualcomm MSM8917 Processor,,,https://www.flipkart.com/samsung-galaxy-j2-core-black-16-gb/p/itm47a82ab8b28e5?pid=MOBFQ29NXHVM9DVN&lid=LSTMOBFQ29NXHVM9DVNFQZTST&marketplace=FLIPKART&srno=b_3_69&otracker=browse&fm=organic&iid=f6a00f74-1a80-4640-8ff8-281088371713.MOBFQ29NXHVM9DVN.SEARCH&ssid=2u3zi6r2000000001606459824032,i am happy with the product of samsung and very very good product thank you flipkart and samsung for the amazing product,The phone has very good build quality and a compact size which makes it very comfortable to use with one hand.,"Since it has only one GB of ram and uses an older chipset, the phone becomes warm on prolonged usage and heavy use.",The cameras works good but the selfie camera can't mirror the pictures(it can be fixed in a software update).,"Good choice if you're planning to buy a Android Go phone. There are quite a better Android Go phones (say the Redmi Go) which are priced lower, but this has the 'Samsung' name😅, required if you are gifting it to elderly 😄....."
2600 mAh,,Samsung,,960 x 540 Pixels,,,Android Oreo 8.1,,8MP Rear Camera,1.4 GHz,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/b/c/b/samsung-galaxy-j2-core-sm-j260gzdiins-original-imafqeapr7mgrxz8.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/b/c/b/samsung-galaxy-j2-core-sm-j260gzdiins-original-imafqeappqnjwssp.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/b/c/b/samsung-galaxy-j2-core-sm-j260gzdiins-original-imafqeapjvpzf4mg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/b/c/b/samsung-galaxy-j2-core-sm-j260gzdiins-original-imafqeapubx9rwje.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/b/c/b/samsung-galaxy-j2-core-sm-j260gzdiins-original-imafqeapqjzuzzjw.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/b/c/b/samsung-galaxy-j2-core-sm-j260gzdiins-original-imafqeapgxtfchz8.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/k8ddoy80/mobile/b/c/b/samsung-galaxy-j2-core-sm-j260gzdiins-original-imafqeapr7mgrxz8.jpeg?q=100,"Samsung Galaxy J2 Core (Gold, 16 GB)","6,299",4.2,1 GB,Rear Flash,"10,329 Ratings&nbsp&&nbsp849 Reviews",,N/A,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) quarter HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Lithium-ion Battery,Qualcomm MSM8917 Processor,,,https://www.flipkart.com/samsung-galaxy-j2-core-gold-16-gb/p/itma146cca7fb396?pid=MOBFQ29NNU5T5BCB&lid=LSTMOBFQ29NNU5T5BCBDD6TMJ&marketplace=FLIPKART&srno=b_3_68&otracker=browse&fm=organic&iid=f6a00f74-1a80-4640-8ff8-281088371713.MOBFQ29NNU5T5BCB.SEARCH&ssid=2u3zi6r2000000001606459824032,i am happy with the product of samsung and very very good product thank you flipkart and samsung for the amazing product,The phone has very good build quality and a compact size which makes it very comfortable to use with one hand.,"Since it has only one GB of ram and uses an older chipset, the phone becomes warm on prolonged usage and heavy use.",The cameras works good but the selfie camera can't mirror the pictures(it can be fixed in a software update).,"Good choice if you're planning to buy a Android Go phone. There are quite a better Android Go phones (say the Redmi Go) which are priced lower, but this has the 'Samsung' name😅, required if you are gifting it to elderly 😄....."
2600 mAh,,Samsung,,960 x 540 Pixels,,,Android Oreo 8.1,,8MP Rear Camera,1.4 GHz,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/r/k/g/samsung-galaxy-j2-core-sm-j260gzbiins-original-imafqeachruu8jvq.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/r/k/g/samsung-galaxy-j2-core-sm-j260gzbiins-original-imafqeacateqagzp.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/r/k/g/samsung-galaxy-j2-core-sm-j260gzbiins-original-imafqeacynmgszcg.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/r/k/g/samsung-galaxy-j2-core-sm-j260gzbiins-original-imafqeacqyvrx7zc.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/r/k/g/samsung-galaxy-j2-core-sm-j260gzbiins-original-imafqeacpnqnkqas.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/k8ddoy80/mobile/r/k/g/samsung-galaxy-j2-core-sm-j260gzbiins-original-imafqeacnmvaqzpt.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/k8ddoy80/mobile/r/k/g/samsung-galaxy-j2-core-sm-j260gzbiins-original-imafqeachruu8jvq.jpeg?q=100,"Samsung Galaxy J2 Core (Blue, 16 GB)","6,690",4.2,1 GB,Rear Flash,"10,329 Ratings&nbsp&&nbsp849 Reviews",,N/A,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) quarter HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Lithium-ion Battery,Qualcomm MSM8917 Processor,,,https://www.flipkart.com/samsung-galaxy-j2-core-blue-16-gb/p/itmedc3646c22271?pid=MOBFQ29N2WWGFRKG&lid=LSTMOBFQ29N2WWGFRKGR6ERZU&marketplace=FLIPKART&srno=b_3_67&otracker=browse&fm=organic&iid=f6a00f74-1a80-4640-8ff8-281088371713.MOBFQ29N2WWGFRKG.SEARCH&ssid=2u3zi6r2000000001606459824032,i am happy with the product of samsung and very very good product thank you flipkart and samsung for the amazing product,The phone has very good build quality and a compact size which makes it very comfortable to use with one hand.,"Since it has only one GB of ram and uses an older chipset, the phone becomes warm on prolonged usage and heavy use.",The cameras works good but the selfie camera can't mirror the pictures(it can be fixed in a software update).,"Good choice if you're planning to buy a Android Go phone. There are quite a better Android Go phones (say the Redmi Go) which are priced lower, but this has the 'Samsung' name😅, required if you are gifting it to elderly 😄....."
5000 mAh,,Samsung,,1560 x 720 Pixels,,,Android 10,,13MP + 5MP + 2MP,1.8 GHz,https://rukminim1.flixcart.com/image/512/512/kavefm80/mobile/6/y/t/samsung-galaxy-m11-sm-m115fzkeins-original-imafscjyhxwghgwf.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kavefm80/mobile/6/y/t/samsung-galaxy-m11-sm-m115fzkeins-original-imafscjyr5xvqqup.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kavefm80/mobile/6/y/t/samsung-galaxy-m11-sm-m115fzkeins-original-imafscjyz2fyqfhs.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kavefm80/mobile/6/y/t/samsung-galaxy-m11-sm-m115fzkeins-original-imafscjypaeug5z2.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kavefm80/mobile/6/y/t/samsung-galaxy-m11-sm-m115fzkeins-original-imafscjyrhztfy4g.jpeg?q=100,https://rukminim1.flixcart.com/image/512/512/kavefm80/mobile/6/y/t/samsung-galaxy-m11-sm-m115fzkeins-original-imafscjy56rhvuna.jpeg?q=100,,https://rukminim1.flixcart.com/image/256/256/kavefm80/mobile/6/y/t/samsung-galaxy-m11-sm-m115fzkeins-original-imafscjyhxwghgwf.jpeg?q=100,"Samsung Galaxy M11 (Black, 32 GB)","9,998",4.2,3 GB,8MP Front Camera,"8,444 Ratings&nbsp&&nbsp712 Reviews",,"This smartphone is a great performer and the ideal companion for your entertainment. Want to watch videos? The Samsung Galaxy M11’s Infinity-O display and Dolby Atmos sound will make your viewing experience truly delightful. Want to take pictures of your friends, family, and your surroundings? This smartphone’s triple rear camera (13 MP main camera + 5 MP ultra-wide camera + 2 MP depth camera) and the 8 MP front camera will help you capture everything clearly. ",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP + 2MP | 8MP Front Camera,5000 mAh Lithium-ion Battery,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,,,https://www.flipkart.com/samsung-galaxy-m11-black-32-gb/p/itm0871b45a83143?pid=MOBFRZZHRFVXDUZZ&lid=LSTMOBFRZZHRFVXDUZZFBASAP&marketplace=FLIPKART&srno=b_3_65&otracker=browse&fm=organic&iid=f6a00f74-1a80-4640-8ff8-281088371713.MOBFRZZHRFVXDUZZ.SEARCH&ssid=2u3zi6r2000000001606459824032,It's an excellent product for normal use and front camera doesn't have an good quality and battery is excellent 👍..One most missing in this is amoled display...,"Multimedia  experience on this device is really good with punch hole display and Dolby audio sound. Battery backup is good with fast charging & type c cable. Performance with Snapdragon chipset is above average with day to day tasks  done easily. Heavy gaming has not been  meant for this device, however  we can play  games in smooth or medium mode.",Very nice phone. rear camera is awesome but front camera needs improvement.I loved it personally. Thank you Flipkart,"The phone performs reasonably excellent for mild users. But if you're are a multi-tasking, heavy user of high end apps the phone is not at all recommendable to them.",1.The phone has maximum body made out of plastic. The phone still looks good. The Samsung logo is not clearly visible.
